P_CODE,MMI_MAX,MMI_MEAN
W-LUM-48-013,6.36,6.32
W-LUM-48-014,6.82,6.10
W-LUM-48-015,6.52,6.31
W-LUM-48-016,6.26,6.13
W-LUM-48-017,6.84,6.09
W-LUM-48-018,6.21,5.37
W-LUM-48-019,7.13,6.56
W-LUM-48-020,6.03,5.57
W-LUM-48-021,7.90,7.44
W-LUM-48-022,6.25,6.22
W-LUM-48-023,6.46,6.39
W-LUM-48-024,6.46,6.41
W-LUM-48-025,6.25,6.21
W-LUM-48-026,6.30,6.25
W-LUM-48-027,5.90,5.76
W-LUM-48-028,6.37,6.34
W-LUM-48-029,6.39,6.31
W-LUM-48-030,6.28,6.08
W-LUM-48-031,6.99,6.73
W-LUM-48-032,6.84,6.53
W-LUM-48-033,7.05,6.72
W-LUM-48-034,6.47,6.42
W-LUM-48-035,6.86,6.56
W-LUM-48-036,6.31,6.24
W-LUM-48-037,6.19,5.77
W-LUM-48-038,6.37,5.94
W-LUM-48-039,6.36,6.31
W-LUM-48-040,6.21,6.12
W-LUM-48-041,7.54,7.14
W-LUM-48-042,6.11,5.94
W-LUM-48-043,6.74,6.47
W-LUM-48-044,6.45,6.42
W-LUM-48-045,6.26,5.91
W-LUM-48-046,6.42,6.36
W-LUM-48-047,6.26,6.22
W-LUM-48-048,6.37,6.32
W-LUM-48-049,6.54,6.12
W-LUM-48-050,7.08,6.80
W-LUM-48-051,7.08,6.71
W-LUM-48-052,6.45,6.42
W-LUM-48-053,7.32,6.70
W-LUM-48-054,5.82,5.59
W-LUM-48-055,6.21,6.02
W-LUM-48-056,6.32,6.27
W-LUM-48-057,6.29,6.15
W-LUM-48-058,6.30,6.26
W-LUM-48-059,6.36,6.30
W-LUM-48-060,7.16,6.85
W-LUM-48-061,6.04,5.81
W-LUM-48-062,6.46,6.11
W-LUM-48-063,6.26,6.22
W-LUM-48-064,6.37,6.34
W-LUM-48-065,6.69,6.47
W-LUM-48-066,6.43,6.36
W-LUM-48-067,6.23,6.21
W-LUM-48-068,6.20,5.75
W-LUM-48-069,6.26,6.21
W-LUM-48-070,6.69,6.22
W-LUM-48-071,6.42,6.35
W-LUM-48-072,6.33,6.21
W-LUM-48-073,6.44,6.10
W-LUM-48-074,6.50,6.26
W-LUM-48-075,7.56,6.25
W-LUM-49-001,5.97,5.92
W-LUM-49-002,6.02,5.97
W-LUM-49-003,6.01,5.98
W-LUM-49-004,5.97,5.94
W-LUM-49-005,6.12,6.08
W-LUM-49-006,5.99,5.96
W-LUM-49-007,6.00,5.96
W-LUM-49-008,6.14,6.09
W-LUM-49-009,5.98,5.95
W-LUM-49-010,5.96,5.92
W-LUM-49-011,5.95,5.82
W-LUM-49-012,6.21,6.18
W-LUM-49-013,5.97,5.95
W-LUM-49-014,5.89,5.33
W-LUM-49-015,6.20,6.17
W-LUM-49-016,6.18,6.15
W-LUM-49-017,6.08,6.03
W-LUM-49-018,6.00,5.98
W-LUM-49-019,6.11,5.45
W-LUM-49-020,6.18,6.14
W-LUM-49-021,5.99,5.96
W-LUM-49-022,5.92,5.28
W-LUM-49-023,5.95,5.91
W-LUM-49-024,5.94,5.93
W-LUM-49-025,5.93,5.77
W-LUM-49-026,6.17,6.11
W-LUM-49-027,6.03,5.99
W-LUM-49-028,6.02,6.00
W-LUM-49-029,6.08,6.03
W-LUM-49-030,6.16,6.12
W-LUM-49-031,5.92,5.87
W-LUM-49-032,6.02,5.99
W-LUM-49-033,6.09,6.00
W-LUM-49-034,5.92,5.88
W-LUM-49-035,6.17,6.12
W-LUM-49-036,5.97,5.94
W-LUM-49-037,5.96,5.94
W-LUM-49-038,5.93,5.88
W-LUM-49-039,6.10,6.06
W-LUM-49-040,5.97,5.93
W-LUM-49-041,6.03,6.01
W-LUM-49-042,5.97,5.95
W-LUM-49-043,6.17,6.07
W-LUM-49-044,6.00,5.98
W-LUM-49-045,5.99,5.96
W-LUM-49-046,6.00,5.98
W-LUM-49-047,5.94,5.89
W-LUM-49-048,5.97,5.90
W-LUM-49-049,6.11,6.08
W-LUM-49-050,6.16,6.11
W-LUM-49-051,5.98,5.96
W-LUM-49-052,5.98,5.48
W-LUM-49-053,6.16,6.13
W-LUM-49-054,6.19,6.11
W-LUM-49-055,5.98,5.93
W-LUM-49-056,5.97,5.94
W-LUM-49-057,5.86,5.68
W-LUM-49-058,5.87,5.84
W-LUM-49-059,5.64,5.29
W-LUM-49-060,5.99,5.93
W-LUM-49-061,5.99,5.92
W-LUM-49-062,5.97,5.90
W-LUM-49-063,6.11,6.04
W-LUM-49-064,6.19,6.16
W-LUM-49-065,5.98,5.95
W-LUM-49-066,5.97,5.94
W-LUM-49-067,5.99,5.96
W-LUM-49-068,6.00,5.86
W-LUM-49-069,5.93,5.88
W-LUM-49-070,5.93,5.91
W-LUM-49-071,6.05,6.00
W-LUM-49-072,5.92,5.90
W-LUM-50-001,5.81,5.80
W-LUM-50-002,5.61,5.58
W-LUM-50-003,5.56,5.52
W-LUM-50-004,5.72,5.67
W-LUM-50-005,5.79,5.75
W-LUM-50-006,5.78,5.52
W-LUM-50-007,5.65,5.61
W-LUM-50-008,5.67,5.15
W-LUM-50-009,5.74,5.72
W-LUM-50-010,5.85,5.81
W-LUM-50-011,5.72,5.69
W-LUM-50-012,5.52,5.48
W-LUM-50-013,5.61,5.53
W-LUM-50-014,5.88,5.80
W-LUM-50-015,5.57,5.51
W-LUM-50-016,5.55,5.49
W-LUM-50-017,5.87,5.84
W-LUM-50-018,5.71,5.65
W-LUM-50-019,5.58,5.53
W-LUM-50-020,5.77,5.69
W-LUM-50-021,5.81,5.77
W-LUM-50-022,5.77,5.74
W-LUM-50-023,5.65,5.02
W-LUM-50-024,5.81,5.79
W-LUM-50-025,5.83,5.80
W-LUM-50-026,5.75,5.68
W-LUM-50-027,5.54,5.46
W-LUM-50-028,5.77,5.76
W-LUM-50-029,5.73,5.69
W-LUM-50-030,5.43,4.97
W-LUM-50-031,5.79,5.76
W-LUM-50-032,5.73,5.68
W-LUM-50-033,5.68,5.61
W-LUM-50-034,5.82,5.78
W-LUM-50-035,5.87,5.83
W-LUM-50-036,5.82,5.79
W-LUM-50-037,5.58,5.53
W-LUM-50-038,5.73,5.63
W-LUM-50-039,5.70,5.67
W-LUM-50-040,5.78,5.73
W-LUM-50-041,5.53,5.40
W-LUM-50-042,5.79,5.71
W-LUM-50-043,5.52,5.52
W-LUM-50-044,5.65,5.61
W-LUM-50-045,5.90,5.86
W-LUM-50-046,5.61,5.58
W-LUM-50-047,5.71,5.66
W-LUM-50-048,5.66,5.43
W-LUM-50-049,5.71,5.67
W-LUM-50-050,5.60,5.29
W-LUM-50-051,5.65,5.61
W-LUM-50-052,5.61,5.58
W-LUM-50-053,5.67,5.39
W-LUM-50-054,5.88,5.82
W-LUM-50-055,5.80,5.72
W-LUM-50-056,5.84,5.82
W-LUM-50-057,5.72,5.69
W-LUM-50-058,5.85,5.83
W-LUM-50-059,5.84,5.72
W-LUM-50-060,5.55,5.47
W-LUM-50-061,5.52,5.50
W-LUM-50-062,5.56,5.53
W-LUM-50-063,5.71,5.67
W-LUM-50-064,5.81,5.76
W-LUM-50-065,5.79,5.73
W-LUM-50-066,5.72,5.71
W-LUM-50-067,5.54,5.52
W-LUM-50-068,5.35,4.74
W-LUM-50-069,5.54,5.04
W-LUM-50-070,5.70,5.68
W-LUM-50-071,5.53,5.50
W-LUM-50-072,5.68,5.63
W-LUM-50-073,5.74,5.70
W-LUM-50-074,5.62,5.57
W-LUM-50-075,5.80,5.75
W-LUM-50-076,5.79,5.74
W-LUM-50-077,5.60,5.53
W-LUM-50-078,5.54,5.52
W-LUM-51-001,4.82,4.70
W-LUM-51-002,5.01,4.66
W-LUM-51-003,4.88,4.74
W-LUM-51-004,4.76,4.55
W-LUM-51-005,5.06,4.94
W-LUM-51-006,4.77,4.61
W-LUM-51-007,4.92,4.85
W-LUM-51-008,4.91,4.78
W-LUM-51-009,4.92,4.83
W-LUM-51-010,5.03,4.96
W-LUM-51-011,4.83,4.60
W-LUM-51-012,4.68,4.56
W-LUM-51-013,4.89,4.69
W-LUM-51-014,4.82,4.69
W-LUM-51-015,4.77,4.62
W-LUM-51-016,4.97,4.78
W-LUM-51-017,4.69,4.52
W-LUM-51-018,4.85,4.62
W-LUM-51-019,4.73,4.61
W-LUM-51-020,4.98,4.60
W-LUM-51-021,4.93,4.80
W-LUM-51-022,4.95,4.89
W-LUM-51-023,4.74,4.66
W-LUM-51-024,4.76,4.62
W-LUM-51-025,4.81,4.67
W-LUM-51-026,4.94,4.81
W-LUM-51-027,4.76,4.61
W-LUM-51-028,4.95,4.72
W-LUM-51-029,5.02,4.82
W-LUM-51-030,4.74,4.65
W-LUM-51-031,4.88,4.65
W-LUM-51-032,5.05,4.85
W-LUM-51-033,4.80,4.71
W-LUM-51-034,4.84,4.76
W-LUM-51-035,4.84,4.75
W-LUM-51-036,5.04,4.85
W-LUM-51-037,4.88,4.63
W-LUM-51-038,5.04,4.72
W-LUM-51-039,5.01,4.67
W-LUM-51-040,4.76,4.66
W-LUM-51-041,4.96,4.65
W-LUM-51-042,4.91,4.83
